"subject id"	"activity"	"variable"	"mean value"
1	"SITTING"	"tBodyAccMag-std()"	-0.752144081531915
1	"SITTING"	"tGravityAccMag-mean()"	-0.712729723723404
1	"SITTING"	"tGravityAccMag-std()"	-0.752144081531915
1	"SITTING"	"tBodyAccJerkMag-mean()"	-0.760624027170213
1	"SITTING"	"tBodyAccJerkMag-std()"	-0.757247517510638
1	"SITTING"	"tBodyGyroMag-mean()"	-0.707014947787234
1	"SITTING"	"tBodyGyroMag-std()"	-0.719283953021277
1	"SITTING"	"tBodyGyroJerkMag-mean()"	-0.796508310680851
1	"SITTING"	"tBodyGyroJerkMag-std()"	-0.780041320851064
1	"SITTING"	"fBodyAcc-mean()-X"	-0.777408533923404
1	"SITTING"	"fBodyAcc-mean()-Y"	-0.691481522680851
1	"SITTING"	"fBodyAcc-mean()-Z"	-0.737265265468085
1	"SITTING"	"fBodyAcc-std()-X"	-0.765180481893617
1	"SITTING"	"fBodyAcc-std()-Y"	-0.690462571106383
1	"SITTING"	"fBodyAcc-std()-Z"	-0.712101490978723
1	"SITTING"	"fBodyAcc-meanFreq()-X"	-0.191203766
1	"SITTING"	"fBodyAcc-meanFreq()-Y"	0.130578712295745
1	"SITTING"	"fBodyAcc-meanFreq()-Z"	0.138148737770213
1	"SITTING"	"fBodyAccJerk-mean()-X"	-0.794395294808511
1	"SITTING"	"fBodyAccJerk-mean()-Y"	-0.748564316470213
1	"SITTING"	"fBodyAccJerk-mean()-Z"	-0.796209983446808
1	"SITTING"	"fBodyAccJerk-std()-X"	-0.79508850612766
1	"SITTING"	"fBodyAccJerk-std()-Y"	-0.740108295574468
1	"SITTING"	"fBodyAccJerk-std()-Z"	-0.801329888702128
1	"SITTING"	"fBodyAccJerk-meanFreq()-X"	0.0412408124893617
1	"SITTING"	"fBodyAccJerk-meanFreq()-Y"	-0.124974761793617
1	"SITTING"	"fBodyAccJerk-meanFreq()-Z"	-0.0619092082276596
1	"SITTING"	"fBodyGyro-mean()-X"	-0.765598908510638
1	"SITTING"	"fBodyGyro-mean()-Y"	-0.754065260185106
1	"SITTING"	"fBodyGyro-mean()-Z"	-0.761818533191489
1	"SITTING"	"fBodyGyro-std()-X"	-0.802635421276596
1	"SITTING"	"fBodyGyro-std()-Y"	-0.722883765319149
1	"SITTING"	"fBodyGyro-std()-Z"	-0.786867225106383
1	"SITTING"	"fBodyGyro-meanFreq()-X"	-0.0131191846531915
1	"SITTING"	"fBodyGyro-meanFreq()-Y"	-0.116743018451064
1	"SITTING"	"fBodyGyro-meanFreq()-Z"	0.0471124782808511
1	"SITTING"	"fBodyAccMag-mean()"	-0.740573641787234
1	"SITTING"	"fBodyAccMag-std()"	-0.798140638723404
1	"SITTING"	"fBodyAccMag-meanFreq()"	0.261340472959574
1	"SITTING"	"fBodyBodyAccJerkMag-mean()"	-0.749111647446808
1	"SITTING"	"fBodyBodyAccJerkMag-std()"	-0.76867066912766
1	"SITTING"	"fBodyBodyAccJerkMag-meanFreq()"	0.297779037319149
1	"SITTING"	"fBodyBodyGyroMag-mean()"	-0.735072143144681
1	"SITTING"	"fBodyBodyGyroMag-std()"	-0.759468955
1	"SITTING"	"fBodyBodyGyroMag-meanFreq()"	0.0751645386829787
1	"SITTING"	"fBodyBodyGyroJerkMag-mean()"	-0.790992039255319
1	"SITTING"	"fBodyBodyGyroJerkMag-std()"	-0.781592665523404
1	"SITTING"	"fBodyBodyGyroJerkMag-meanFreq()"	0.183949105957447
1	"STANDING"	"tBodyAcc-mean()-X"	0.276512189811321
1	"STANDING"	"tBodyAcc-mean()-Y"	-0.0185877623983019
1	"STANDING"	"tBodyAcc-mean()-Z"	-0.108125300245283
1	"STANDING"	"tBodyAcc-std()-X"	-0.963651434150943
1	"STANDING"	"tBodyAcc-std()-Y"	-0.909199942830189
1	"STANDING"	"tBodyAcc-std()-Z"	-0.918069564528302
1	"STANDING"	"tGravityAcc-mean()-X"	0.955492847924528
1	"STANDING"	"tGravityAcc-mean()-Y"	-0.131011650479245
1	"STANDING"	"tGravityAcc-mean()-Z"	-0.0148443987169811
1	"STANDING"	"tGravityAcc-std()-X"	-0.993951594339623
1	"STANDING"	"tGravityAcc-std()-Y"	-0.976126149622642
1	"STANDING"	"tGravityAcc-std()-Z"	-0.962495492641509
1	"STANDING"	"tBodyAccJerk-mean()-X"	0.0735140670188679
1	"STANDING"	"tBodyAccJerk-mean()-Y"	0.0081296249654717
1	"STANDING"	"tBodyAccJerk-mean()-Z"	0.00348642066754717
1	"STANDING"	"tBodyAccJerk-std()-X"	-0.960022819245283
1	"STANDING"	"tBodyAccJerk-std()-Y"	-0.943927908867925
1	"STANDING"	"tBodyAccJerk-std()-Z"	-0.970869055660377
1	"STANDING"	"tBodyGyro-mean()-X"	-0.0343159945339623
1	"STANDING"	"tBodyGyro-mean()-Y"	-0.0669647980679245
1	"STANDING"	"tBodyGyro-mean()-Z"	0.0907695429811321
1	"STANDING"	"tBodyGyro-std()-X"	-0.918893466981132
1	"STANDING"	"tBodyGyro-std()-Y"	-0.951677163018868
1	"STANDING"	"tBodyGyro-std()-Z"	-0.938438384528302
1	"STANDING"	"tBodyGyroJerk-mean()-X"	-0.0994789834528302
1	"STANDING"	"tBodyGyroJerk-mean()-Y"	-0.0403385139679245
1	"STANDING"	"tBodyGyroJerk-mean()-Z"	-0.0527295504339623
1	"STANDING"	"tBodyGyroJerk-std()-X"	-0.945070150943396
1	"STANDING"	"tBodyGyroJerk-std()-Y"	-0.977803639056604
1	"STANDING"	"tBodyGyroJerk-std()-Z"	-0.967204389056604
1	"STANDING"	"tBodyAccMag-mean()"	-0.933731601132075
1	"STANDING"	"tBodyAccMag-std()"	-0.926084861886792
1	"STANDING"	"tGravityAccMag-mean()"	-0.933731601132075
1	"STANDING"	"tGravityAccMag-std()"	-0.926084861886792
1	"STANDING"	"tBodyAccJerkMag-mean()"	-0.960004374339623
1	"STANDING"	"tBodyAccJerkMag-std()"	-0.950004263207547
1	"STANDING"	"tBodyGyroMag-mean()"	-0.918251760566038
1	"STANDING"	"tBodyGyroMag-std()"	-0.912904038301887
1	"STANDING"	"tBodyGyroJerkMag-mean()"	-0.968830039622641
1	"STANDING"	"tBodyGyroJerkMag-std()"	-0.96660874490566
1	"STANDING"	"fBodyAcc-mean()-X"	-0.964193436792453
1	"STANDING"	"fBodyAcc-mean()-Y"	-0.919626119433962
1	"STANDING"	"fBodyAcc-mean()-Z"	-0.942457628867925
1	"STANDING"	"fBodyAcc-std()-X"	-0.963819772641509
1	"STANDING"	"fBodyAcc-std()-Y"	-0.909072536037736
1	"STANDING"	"fBodyAcc-std()-Z"	-0.911848038867925
1	"STANDING"	"fBodyAcc-meanFreq()-X"	0.0562245186566038
1	"STANDING"	"fBodyAcc-meanFreq()-Y"	-0.0492848729924528
1	"STANDING"	"fBodyAcc-meanFreq()-Z"	0.0150472052415094
1	"STANDING"	"fBodyAccJerk-mean()-X"	-0.961693211886792
1	"STANDING"	"fBodyAccJerk-mean()-Y"	-0.944338384339623
1	"STANDING"	"fBodyAccJerk-mean()-Z"	-0.966547634716981
1	"STANDING"	"fBodyAccJerk-std()-X"	-0.961887902641509
1	"STANDING"	"fBodyAccJerk-std()-Y"	-0.947596684150943
1	"STANDING"	"fBodyAccJerk-std()-Z"	-0.973884958679245
1	"STANDING"	"fBodyAccJerk-meanFreq()-X"	0.189846849571698
1	"STANDING"	"fBodyAccJerk-meanFreq()-Y"	-0.202939435488679
1	"STANDING"	"fBodyAccJerk-meanFreq()-Z"	-0.00627968940943396
1	"STANDING"	"fBodyGyro-mean()-X"	-0.914267916037736
1	"STANDING"	"fBodyGyro-mean()-Y"	-0.959375447169811
1	"STANDING"	"fBodyGyro-mean()-Z"	-0.944493340188679
1	"STANDING"	"fBodyGyro-std()-X"	-0.921565700754717
1	"STANDING"	"fBodyGyro-std()-Y"	-0.947815606415094
1	"STANDING"	"fBodyGyro-std()-Z"	-0.942293572264151
1	"STANDING"	"fBodyGyro-meanFreq()-X"	-0.207655212726415
1	"STANDING"	"fBodyGyro-meanFreq()-Y"	-0.286645585150943
1	"STANDING"	"fBodyGyro-meanFreq()-Z"	-0.0945907442509434
1	"STANDING"	"fBodyAccMag-mean()"	-0.936140267358491
1	"STANDING"	"fBodyAccMag-std()"	-0.931731433018868
1	"STANDING"	"fBodyAccMag-meanFreq()"	0.0425349226981132
1	"STANDING"	"fBodyBodyAccJerkMag-mean()"	-0.951096500377358
1	"STANDING"	"fBodyBodyAccJerkMag-std()"	-0.94789691509434
1	"STANDING"	"fBodyBodyAccJerkMag-meanFreq()"	0.238264093916981
1	"STANDING"	"fBodyBodyGyroMag-mean()"	-0.935788099622642
1	"STANDING"	"fBodyBodyGyroMag-std()"	-0.91433713
1	"STANDING"	"fBodyBodyGyroMag-meanFreq()"	-0.234958606615094
1	"STANDING"	"fBodyBodyGyroJerkMag-mean()"	-0.969316102075472
1	"STANDING"	"fBodyBodyGyroJerkMag-std()"	-0.965424485849057
1	"STANDING"	"fBodyBodyGyroJerkMag-meanFreq()"	0.0270798709226415
1	"WALKING"	"tBodyAcc-mean()-X"	0.269320071578947
1	"WALKING"	"tBodyAcc-mean()-Y"	-0.0181226929965263
1	"WALKING"	"tBodyAcc-mean()-Z"	-0.105334591210526
1	"WALKING"	"tBodyAcc-std()-X"	-0.57932973824
1	"WALKING"	"tBodyAcc-std()-Y"	-0.448558743868421
1	"WALKING"	"tBodyAcc-std()-Z"	-0.615574632430526
1	"WALKING"	"tGravityAcc-mean()-X"	0.840803259357895
1	"WALKING"	"tGravityAcc-mean()-Y"	-0.0543206788021053
1	"WALKING"	"tGravityAcc-mean()-Z"	0.0331137812926316
1	"WALKING"	"tGravityAcc-std()-X"	-0.971779362
1	"WALKING"	"tGravityAcc-std()-Y"	-0.958747734526316
1	"WALKING"	"tGravityAcc-std()-Z"	-0.929332311368421
1	"WALKING"	"tBodyAccJerk-mean()-X"	0.0864411179536842
1	"WALKING"	"tBodyAccJerk-mean()-Y"	0.0476541009671579
1	"WALKING"	"tBodyAccJerk-mean()-Z"	0.0223735937329474
1	"WALKING"	"tBodyAccJerk-std()-X"	-0.578061601162105
1	"WALKING"	"tBodyAccJerk-std()-Y"	-0.527577098857895
1	"WALKING"	"tBodyAccJerk-std()-Z"	-0.776433185894737
1	"WALKING"	"tBodyGyro-mean()-X"	-0.0436883774063158
1	"WALKING"	"tBodyGyro-mean()-Y"	-0.0707795395157895
1	"WALKING"	"tBodyGyro-mean()-Z"	0.0704878209063158
1	"WALKING"	"tBodyGyro-std()-X"	-0.713224309052632
1	"WALKING"	"tBodyGyro-std()-Y"	-0.655473360568421
1	"WALKING"	"tBodyGyro-std()-Z"	-0.637737311863158
1	"WALKING"	"tBodyGyroJerk-mean()-X"	-0.0887302884
1	"WALKING"	"tBodyGyroJerk-mean()-Y"	-0.0586261775414737
1	"WALKING"	"tBodyGyroJerk-mean()-Z"	-0.0562374604168421
1	"WALKING"	"tBodyGyroJerk-std()-X"	-0.680890009789474
1	"WALKING"	"tBodyGyroJerk-std()-Y"	-0.753122887168421
1	"WALKING"	"tBodyGyroJerk-std()-Z"	-0.663520556057895
1	"WALKING"	"tBodyAccMag-mean()"	-0.519917189830526
1	"WALKING"	"tBodyAccMag-std()"	-0.540674536157895
1	"WALKING"	"tGravityAccMag-mean()"	-0.519917189830526
1	"WALKING"	"tGravityAccMag-std()"	-0.540674536157895
1	"WALKING"	"tBodyAccJerkMag-mean()"	-0.606862928136842
1	"WALKING"	"tBodyAccJerkMag-std()"	-0.562390404315158
1	"WALKING"	"tBodyGyroMag-mean()"	-0.592238719042105
1	"WALKING"	"tBodyGyroMag-std()"	-0.618680084073684
1	"WALKING"	"tBodyGyroJerkMag-mean()"	-0.719859140526316
1	"WALKING"	"tBodyGyroJerkMag-std()"	-0.732133833831579
1	"WALKING"	"fBodyAcc-mean()-X"	-0.582075333515789
1	"WALKING"	"fBodyAcc-mean()-Y"	-0.478086209517895
1	"WALKING"	"fBodyAcc-mean()-Z"	-0.677603160736842
1	"WALKING"	"fBodyAcc-std()-X"	-0.580315451061684
1	"WALKING"	"fBodyAcc-std()-Y"	-0.468770697396842
1	"WALKING"	"fBodyAcc-std()-Z"	-0.615274535673684
1	"WALKING"	"fBodyAcc-meanFreq()-X"	-0.178651018691579
1	"WALKING"	"fBodyAcc-meanFreq()-Y"	0.0365219491347368
1	"WALKING"	"fBodyAcc-meanFreq()-Z"	0.0117909044596842
1	"WALKING"	"fBodyAccJerk-mean()-X"	-0.600371199253789
1	"WALKING"	"fBodyAccJerk-mean()-Y"	-0.561958369735789
1	"WALKING"	"fBodyAccJerk-mean()-Z"	-0.758208885157895
1	"WALKING"	"fBodyAccJerk-std()-X"	-0.592891172463158
1	"WALKING"	"fBodyAccJerk-std()-Y"	-0.5219192479
1	"WALKING"	"fBodyAccJerk-std()-Z"	-0.793407123368421
1	"WALKING"	"fBodyAccJerk-meanFreq()-X"	-0.061971892694421
1	"WALKING"	"fBodyAccJerk-meanFreq()-Y"	-0.262721728230526
1	"WALKING"	"fBodyAccJerk-meanFreq()-Z"	-0.176203015503158
1	"WALKING"	"fBodyGyro-mean()-X"	-0.648974360052632
1	"WALKING"	"fBodyGyro-mean()-Y"	-0.669147839771579
1	"WALKING"	"fBodyGyro-mean()-Z"	-0.586287581416526
1	"WALKING"	"fBodyGyro-std()-X"	-0.735101554631579
1	"WALKING"	"fBodyGyro-std()-Y"	-0.651968974084211
1	"WALKING"	"fBodyGyro-std()-Z"	-0.690621927894737
1	"WALKING"	"fBodyGyro-meanFreq()-X"	-0.0602309073031579
1	"WALKING"	"fBodyGyro-meanFreq()-Y"	-0.132680413455789
1	"WALKING"	"fBodyGyro-meanFreq()-Z"	0.00193049585673684
1	"WALKING"	"fBodyAccMag-mean()"	-0.534159292010526
1	"WALKING"	"fBodyAccMag-std()"	-0.617826560726316
1	"WALKING"	"fBodyAccMag-meanFreq()"	0.0719169722736842
1	"WALKING"	"fBodyBodyAccJerkMag-mean()"	-0.555650854278526
1	"WALKING"	"fBodyBodyAccJerkMag-std()"	-0.574256513929474
1	"WALKING"	"fBodyBodyAccJerkMag-meanFreq()"	0.132008847956842
1	"WALKING"	"fBodyBodyGyroMag-mean()"	-0.648822234968421
1	"WALKING"	"fBodyBodyGyroMag-std()"	-0.667079832789474
1	"WALKING"	"fBodyBodyGyroMag-meanFreq()"	-0.0118797261789474
1	"WALKING"	"fBodyBodyGyroJerkMag-mean()"	-0.736463906673684
1	"WALKING"	"fBodyBodyGyroJerkMag-std()"	-0.745899298536842
1	"WALKING"	"fBodyBodyGyroJerkMag-meanFreq()"	0.0385729501894737
1	"WALKING_DOWNSTAIRS"	"tBodyAcc-mean()-X"	0.274783152653061
1	"WALKING_DOWNSTAIRS"	"tBodyAcc-mean()-Y"	-0.013927447582102
1	"WALKING_DOWNSTAIRS"	"tBodyAcc-mean()-Z"	-0.109646791244898
1	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-X"	-0.523885540355102
1	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.426485429791837
1	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.570278529573469
1	"WALKING_DOWNSTAIRS"	"tGravityAcc-mean()-X"	0.669057833469388
1	"WALKING_DOWNSTAIRS"	"tGravityAcc-mean()-Y"	-0.0580730126938776
1	"WALKING_DOWNSTAIRS"	"tGravityAcc-mean()-Z"	0.0890163857877551
1	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-X"	-0.970901405510204
1	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Y"	-0.950391967142857
1	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Z"	-0.945788980816327
1	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-mean()-X"	0.0523894024469388
1	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-mean()-Y"	0.0648175927959184
1	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-mean()-Z"	-0.00259782316693878
1	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-X"	-0.554777305326531
1	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Y"	-0.540160995055102
1	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Z"	-0.727106777346939
1	"WALKING_DOWNSTAIRS"	"tBodyGyro-mean()-X"	-0.0219129341455102
1	"WALKING_DOWNSTAIRS"	"tBodyGyro-mean()-Y"	-0.0834931184693878
1	"WALKING_DOWNSTAIRS"	"tBodyGyro-mean()-Z"	0.0814864135
1	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-X"	-0.676750358612245
1	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Y"	-0.691846464081633
1	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Z"	-0.567773109714286
1	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-mean()-X"	-0.137904398014286
1	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-mean()-Y"	-0.0454117458816327
1	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-mean()-Z"	-0.0434539647142857
1	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-X"	-0.682617016591837
1	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.79226520755102
1	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.713827610816327
1	"WALKING_DOWNSTAIRS"	"tBodyAccMag-mean()"	-0.461649029955102
1	"WALKING_DOWNSTAIRS"	"tBodyAccMag-std()"	-0.558100075897959
1	"WALKING_DOWNSTAIRS"	"tGravityAccMag-mean()"	-0.461649029955102
1	"WALKING_DOWNSTAIRS"	"tGravityAccMag-std()"	-0.558100075897959
1	"WALKING_DOWNSTAIRS"	"tBodyAccJerkMag-mean()"	-0.573370184571429
1	"WALKING_DOWNSTAIRS"	"tBodyAccJerkMag-std()"	-0.572641633020408
1	"WALKING_DOWNSTAIRS"	"tBodyGyroMag-mean()"	-0.560442721081633
1	"WALKING_DOWNSTAIRS"	"tBodyGyroMag-std()"	-0.656753677102041
1	"WALKING_DOWNSTAIRS"	"tBodyGyroJerkMag-mean()"	-0.743544300530612
1	"WALKING_DOWNSTAIRS"	"tBodyGyroJerkMag-std()"	-0.77658795244898
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-mean()-X"	-0.550831875616327
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-mean()-Y"	-0.467427040183673
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-mean()-Z"	-0.622011782516326
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-X"	-0.514759565285714
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Y"	-0.442927428361225
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Z"	-0.577447227081633
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-meanFreq()-X"	-0.247605299673469
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-meanFreq()-Y"	-0.0463232657857143
1	"WALKING_DOWNSTAIRS"	"fBodyAcc-meanFreq()-Z"	0.0110729780612245
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-mean()-X"	-0.577163700757143
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-mean()-Y"	-0.565128053061224
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-mean()-Z"	-0.704823907714286
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-X"	-0.573499371183673
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Y"	-0.544932200367347
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Z"	-0.747815171632653
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-meanFreq()-X"	-0.0744441442020408
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-meanFreq()-Y"	-0.251087112816327
1	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-meanFreq()-Z"	-0.145753360234694
1	"WALKING_DOWNSTAIRS"	"fBodyGyro-mean()-X"	-0.61446613777551
